,,,,,,
,,,,,,
"DO NOT EDIT!    Copied from ""MSR Index & Name"" Sheet",,,,"DO NOT EDIT!    Calculated from ""MSR Virtualization"" Sheet",,
MSR Index Range (Hex),,,,MSR Virtualization,,
First (H),Last (H),Size (H),MSR Architectural Name,On RDMSR,On WRMSR,#VE on RD and WR
Default,Default,N/A,Any MSR not in this table,#VE,#VE,#VE
0x0000,0x0000,0x1,IA32_P5_MC_ADDR,#VE,#VE,#VE
0x0001,0x0001,0x1,IA32_P5_MC_TYPE,#VE,#VE,#VE
0x0006,0x0006,0x1,IA32_MONITOR_FILTER_SIZE,#VE,#VE,#VE
0x0010,0x0010,0x1,IA32_TIME_STAMP_COUNTER,Fatal (should not happen),#VE,
0x0017,0x0017,0x1,IA32_PLATFORM_ID,#VE,#VE,#VE
0x001B,0x001B,0x1,IA32_APIC_BASE,#VE,#VE,#VE
0x0033,0x0033,0x1,MSR_MEMORY_CTRL,#VE,#VE,#VE
0x003A,0x003A,0x1,IA32_FEATURE_CONTROL,#VE,#VE,#VE
0x003B,0x003B,0x1,IA32_TSC_ADJUST,#VE,#VE,#VE
0x0048,0x0048,0x1,IA32_SPEC_CTRL,Fatal (should not happen),Fatal (should not happen),
0x0049,0x0049,0x1,IA32_PRED_CMD,Fatal (should not happen),Fatal (should not happen),
0x004E,0x004E,0x1,PPIN_CTL,#VE,#VE,#VE
0x004F,0x004F,0x1,PPIN,#VE,#VE,#VE
0x0079,0x0079,0x1,IA32_BIOS_UPDT_TRIG,#VE,#VE,#VE
0x007A,0x007A,0x1,IA32_FEATURE_ACTIVATION,#VE,#VE,#VE
0x0082,0x0082,0x1,IA32_FZM_RANGE_INDEX,#VE,#VE,#VE
0x0083,0x0083,0x1,IA32_FZM_DOMAIN_CONFIG,#VE,#VE,#VE
0x0084,0x0084,0x1,IA32_FZM_RANGE_STARTADDR,#VE,#VE,#VE
0x0085,0x0085,0x1,IA32_FZM_RANGE_ENDADDR,#VE,#VE,#VE
0x0086,0x0086,0x1,IA32_FZM_RANGE_WRITESTATUS,#VE,#VE,#VE
0x0087,0x0087,0x1,IA32_MKTME_PARTITIONING,"Inject_GP_or_VE (~virt. CPUID(7,0).EDX[18])","Inject_GP_or_VE (~virt. CPUID(7,0).EDX[18])",
0x008B,0x008B,0x1,IA32_BIOS_SIGN_ID,#VE,#VE,#VE
0x008C,0x008F,0x4,IA32_SGXLEPUBKEYHASHx,#GP(0),#GP(0),
0x0098,0x0098,0x1,MSR_WBINVDP,#GP(0),#GP(0),
0x0099,0x0099,0x1,MSR_WBNOINVDP,#GP(0),#GP(0),
0x009A,0x009A,0x1,MSR_INTR_PENDING,#GP(0),#GP(0),
0x009B,0x009B,0x1,IA32_SMM_MONITOR_CTL,#GP(0),#GP(0),
0x009E,0x009E,0x1,IA32_SMBASE,#GP(0),#GP(0),
0x00BC,0x00BC,0x1,IA32_MISC_PACKAGE_CTLS,Fatal (should not happen),#VE,
0x00BD,0x00BD,0x1,IA32_XAPIC_DISABLE_STATUS,"Bit 0 (LEGACY_APIC_DISABLED) = 1
Other bits are 0",Fatal (should not happen),
0x00C1,0x00C8,0x8,IA32_PMCx,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x00CF,0x00CF,0x1,IA32_CORE_CAPABILITIES,#VE,#VE,#VE
0x00E1,0x00E1,0x1,IA32_UMWAIT_CONTROL,"Inject_GP(~virt. CPUID(7,0).ECX[5])","Inject_GP(~virt. CPUID(7,0).ECX[5])",
0x00E7,0x00E7,0x1,IA32_MPERF,#VE,#VE,#VE
0x00E8,0x00E8,0x1,IA32_APERF,#VE,#VE,#VE
0x00ED,0x00ED,0x1,MSR_RAR_CONTROL,#VE,#VE,#VE
0x00EE,0x00EE,0x1,MSR_RAR_ACTION_VECTOR,#VE,#VE,#VE
0x00EF,0x00EF,0x1,MSR_RAR_PAYLOAD_TABLE_BASE ,#VE,#VE,#VE
0x00F0,0x00F0,0x1,MSR_RAR_INFO,#VE,#VE,#VE
0x00FE,0x00FE,0x1,IA32_MTRRCAP,#VE,#VE,#VE
0x010A,0x010A,0x1,IA32_ARCH_CAPABILITIES,"Bit 4 (SSB_NO): ALLOW_DIRECT
Bit 7 (TSX_CTRL): If virt. TSX is enabled, native.  Else, 0
Bit 9 (reserved) = 0
Bit 10 (MISC_PACKAGE_CTRLS) = 0
Bit 11 (ENERGY_FILTERING_CTL) = 0
Bit 16 (reserved) = 0
Bit 17 (FB_CLEAR) = 0
Bit 18 (FB_CLEAR_CTRL) = 0
Bit 19 (RRSBA): FORCE_DIRECT
Bit 20 (BHI_NO): ALLOW_DIRECT
Bit 21 (XAPIC_DISABLE_STATUS) = 0
Bit 22 (reserved) = 0
Bit 23 (OVERCLOCKING_STATUS) = 0
Bit 24 (PBRSB_NO): ALLOW_DIRECT
Bits 63:25 (reserved) = 0
Other bits = FIXED_AS_VERIFIED",Fatal (should not happen),
0x010B,0x010B,0x1,IA32_FLUSH_CMD,Fatal (should not happen),Fatal (should not happen),
0x010F,0x010F,0x1,Reserved,#VE,#VE,#VE
0x0122,0x0122,0x1,IA32_TSX_CTRL,Inject_GP(~(virt. TSX enabled)),Inject_GP(~(virt. TSX enabled)),
0x0123,0x0123,0x1,Reserved,#VE,#VE,#VE
0x0174,0x0174,0x1,IA32_SYSENTER_CS,Fatal (should not happen),Fatal (should not happen),
0x0175,0x0175,0x1,IA32_SYSENTER_ESP,Fatal (should not happen),Fatal (should not happen),
0x0176,0x0176,0x1,IA32_SYSENTER_EIP,Fatal (should not happen),Fatal (should not happen),
0x0179,0x0179,0x1,IA32_MCG_CAP,#VE,#VE,#VE
0x017A,0x017A,0x1,IA32_MCG_STATUS,#VE,#VE,#VE
0x017B,0x017B,0x1,IA32_MCG_CTL,#VE,#VE,#VE
0x0186,0x018D,0x8,IA32_PERFEVTSELx,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x0198,0x0198,0x1,IA32_PERF_STATUS,#VE,#VE,#VE
0x0199,0x0199,0x1,IA32_PERF_CTL,#VE,#VE,#VE
0x019A,0x019A,0x1,IA32_CLOCK_MODULATION,#VE,#VE,#VE
0x019B,0x019B,0x1,IA32_THERM_INTERRUPT,#VE,#VE,#VE
0x019C,0x019C,0x1,IA32_THERM_STATUS,#VE,#VE,#VE
0x019D,0x019D,0x1,IA32_PERF_STATUS2,#VE,#VE,#VE
0x019E,0x019E,0x1,IA32_PERF_CTL2,#VE,#VE,#VE
0x01A0,0x01A0,0x1,IA32_MISC_ENABLE,"if ~PERFMON
    RDMSR current value
    Indicate Perfmon and PEBS
    are unavailable:
        Bit 7 = 0
        Bit 12 = 1
else
    Fatal (should not happen)",#VE,
0x01A6,0x01A7,0x2,MSR_OFFCORE_RSPx,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x01B0,0x01B0,0x1,IA32_ENERGY_PERF_BIAS,#VE,#VE,#VE
0x01B1,0x01B1,0x1,IA32_PACKAGE_THERM_STATUS,#VE,#VE,#VE
0x01B2,0x01B2,0x1,IA32_PACKAGE_THERM_INTERRUPT,#VE,#VE,#VE
0x01C2,0x01C2,0x1,IA32_HW_GET_LP_PM_META_DATA,#VE,#VE,#VE
0x01C3,0x01C3,0x1,IA32_HW_SET_LP_PM_META_DATA,#VE,#VE,#VE
0x01C4,0x01C4,0x1,IA32_XFD,"Inject_GP(~(virt. CPUID(0xD,0x1).EAX[4]))","Inject_GP(~(virt. CPUID(0xD,0x1).EAX[4]))",
0x01C5,0x01C5,0x1,IA32_XFD_ERR,"Inject_GP(~(virt. CPUID(0xD,0x1).EAX[4]))","Inject_GP(~(virt. CPUID(0xD,0x1).EAX[4]))",
0x01C7,0x01C7,0x1,IA32_DD_TRHTTLE_DEACTIVATE_MSR ,#VE,#VE,#VE
0x01CA,0x01CA,0x1,IA32_DD_DI_CAPABILITY_MSR ,#VE,#VE,#VE
0x01CB,0x01CB,0x1,IA32_DD_DI_ACTIVATE_MSR ,#VE,#VE,#VE
0x01CC,0x01CC,0x1,Reserved,#VE,#VE,#VE
0x01CD,0x01CD,0x1,Reserved,#VE,#VE,#VE
0x01CE,0x01CE,0x1,Reserved,#VE,#VE,#VE
0x01CF,0x01CF,0x1,Reserved,#VE,#VE,#VE
0x01D0,0x01D0,0x1,Reserved,#VE,#VE,#VE
0x01D1,0x01D1,0x1,Reserved,#VE,#VE,#VE
0x01D2,0x01D2,0x1,Reserved,#VE,#VE,#VE
0x01D3,0x01D3,0x1,Reserved,#VE,#VE,#VE
0x01D4,0x01D4,0x1,Reserved,#VE,#VE,#VE
0x01D9,0x01D9,0x1,IA32_DEBUGCTL,Clear ENABLE_UNCORE_PMI (bit 13),"#GP if invalid, #VE if value is not supported for TD",
0x01F2,0x01F2,0x1,IA32_SMRR_PHYSBASE,#VE,#VE,#VE
0x01F3,0x01F3,0x1,IA32_SMRR_PHYSMASK,#VE,#VE,#VE
0x01F6,0x01F6,0x1,IA32_SMRR2_PHYSBASE,#VE,#VE,#VE
0x01F7,0x01F7,0x1,IA32_SMRR2_PHYSMASK,#VE,#VE,#VE
0x01F8,0x01F8,0x1,IA32_PLATFORM_DCA_CAP,Inject_GP_or_VE( ~virt. CPUID(0x1).ECX[18]),Inject_GP_or_VE( ~virt. CPUID(0x1).ECX[18]),
0x01F9,0x01F9,0x1,IA32_CPU_DCA_CAP,Inject_GP_or_VE( ~virt. CPUID(0x1).ECX[18]),Inject_GP_or_VE( ~virt. CPUID(0x1).ECX[18]),
0x01FA,0x01FA,0x1,IA32_DCA_0_CAP,Inject_GP_or_VE( ~virt. CPUID(0x1).ECX[18]),Inject_GP_or_VE( ~virt. CPUID(0x1).ECX[18]),
0x0200,0x0200,0x1,IA32_MTRR_PHYSBASE0,#VE,#VE,#VE
0x0201,0x0201,0x1,IA32_MTRR_PHYSMASK0,#VE,#VE,#VE
0x0202,0x0202,0x1,IA32_MTRR_PHYSBASE1,#VE,#VE,#VE
0x0203,0x0203,0x1,IA32_MTRR_PHYSMASK1,#VE,#VE,#VE
0x0204,0x0204,0x1,IA32_MTRR_PHYSBASE2,#VE,#VE,#VE
0x0205,0x0205,0x1,IA32_MTRR_PHYSMASK2,#VE,#VE,#VE
0x0206,0x0206,0x1,IA32_MTRR_PHYSBASE3,#VE,#VE,#VE
0x0207,0x0207,0x1,IA32_MTRR_PHYSMASK3,#VE,#VE,#VE
0x0208,0x0208,0x1,IA32_MTRR_PHYSBASE4,#VE,#VE,#VE
0x0209,0x0209,0x1,IA32_MTRR_PHYSMASK4,#VE,#VE,#VE
0x020A,0x020A,0x1,IA32_MTRR_PHYSBASE5,#VE,#VE,#VE
0x020B,0x020B,0x1,IA32_MTRR_PHYSMASK5,#VE,#VE,#VE
0x020C,0x020C,0x1,IA32_MTRR_PHYSBASE6,#VE,#VE,#VE
0x020D,0x020D,0x1,IA32_MTRR_PHYSMASK6,#VE,#VE,#VE
0x020E,0x020E,0x1,IA32_MTRR_PHYSBASE7,#VE,#VE,#VE
0x020F,0x020F,0x1,IA32_MTRR_PHYSMASK7,#VE,#VE,#VE
0x0210,0x0210,0x1,IA32_MTRR_PHYSBASE8,#VE,#VE,#VE
0x0211,0x0211,0x1,IA32_MTRR_PHYSMASK8,#VE,#VE,#VE
0x0212,0x0212,0x1,IA32_MTRR_PHYSBASE9,#VE,#VE,#VE
0x0213,0x0213,0x1,IA32_MTRR_PHYSMASK9,#VE,#VE,#VE
0x0250,0x0250,0x1,IA32_MTRR_FIX64K_00000,#VE,#VE,#VE
0x0258,0x0258,0x1,IA32_MTRR_FIX16K_80000,#VE,#VE,#VE
0x0259,0x0259,0x1,IA32_MTRR_FIX16K_A0000,#VE,#VE,#VE
0x0268,0x0268,0x1,IA32_MTRR_FIX4K_C0000,#VE,#VE,#VE
0x0269,0x0269,0x1,IA32_MTRR_FIX4K_C8000,#VE,#VE,#VE
0x026A,0x026A,0x1,IA32_MTRR_FIX4K_D0000,#VE,#VE,#VE
0x026B,0x026B,0x1,IA32_MTRR_FIX4K_D8000,#VE,#VE,#VE
0x026C,0x026C,0x1,IA32_MTRR_FIX4K_E0000,#VE,#VE,#VE
0x026D,0x026D,0x1,IA32_MTRR_FIX4K_E8000,#VE,#VE,#VE
0x026E,0x026E,0x1,IA32_MTRR_FIX4K_F0000,#VE,#VE,#VE
0x026F,0x026F,0x1,IA32_MTRR_FIX4K_F8000,#VE,#VE,#VE
0x0276,0x0276,0x1,MSR_SLAM_ENABLE,#GP(0),#GP(0),
0x0277,0x0277,0x1,IA32_PAT,Fatal (should not happen),Fatal (should not happen),
0x0280,0x029F,0x20,IA32_MCx_CTL2,#VE,#VE,#VE
0x02A0,0x02A7,0x8,IA32_PRMRR_BASEx,#VE,#VE,#VE
0x02C0,0x02C0,0x1,IA32_FUSARR_BASE,#VE,#VE,#VE
0x02C1,0x02C1,0x1,IA32_FUSARR_MASK,#VE,#VE,#VE
0x02FF,0x02FF,0x1,IA32_MTRR_DEF_TYPE,#VE,#VE,#VE
0x0302,0x0302,0x1,BIOS_SE_SVN,#VE,#VE,#VE
0x0303,0x0303,0x1,Future BIOS_SE_SVN Expansion,#VE,#VE,#VE
0x0309,0x0310,0x8,IA32_FIXED_CTRx,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x0329,0x0329,0x1,IA32_PERF_METRICS,Inject_GP(~PERFMON || ~IA32_PERF_CAPABILITIES[15]),Inject_GP(~PERFMON || ~IA32_PERF_CAPABILITIES[15]),
0x0345,0x0345,0x1,IA32_PERF_CAPABILITIES,"if ~PERFMON
    return 0
else if ~XFAM[8]
    clear bit 16
else
    Fatal (should not happen)",Inject_GP(~PERFMON),
0x038D,0x038D,0x1,IA32_FIXED_CTR_CTRL,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x038E,0x038E,0x1,IA32_PERF_GLOBAL_STATUS,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x038F,0x038F,0x1,IA32_PERF_GLOBAL_CTRL,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x0390,0x0390,0x1,IA32_PERF_GLOBAL_STATUS_RESET,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x0391,0x0391,0x1,IA32_PERF_GLOBAL_STATUS_SET,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x0392,0x0392,0x1,IA32_PERF_GLOBAL_INUSE,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x03F1,0x03F1,0x1,IA32_PEBS_ENABLE,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x03F2,0x03F2,0x1,MSR_PEBS_DATA_CFG,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x03F6,0x03F6,0x1,MSR_PEBS_LD_LAT,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x03F7,0x03F7,0x1,MSR_PEBS_FRONTEND,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
